PLATFORM_CODE,DATE (YYYY-MM-DDTHH:MI:SSZ),DATE_QC,LATITUDE (degree_north),LONGITUDE (degree_east),POSITION_QC,PRES (decibar),PRES_QC,PSAL (psu),PSAL_QC,TEMP (degree_Celsius),TEMP_QC
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,8.0,1,38.929,1,24.893,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,9.0,1,38.86,1,24.6,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,9.9,1,38.779,1,24.307,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,10.7,1,38.758,1,23.524,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,11.9,1,38.889,1,23.251,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,12.8,1,38.899,1,22.737,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,13.9,1,38.906,1,22.261,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,14.8,1,38.904,1,21.552,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,15.8,1,38.846,1,20.888,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,16.7,1,38.806,1,19.716,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,17.7,1,38.788,1,18.961,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,18.7,1,38.787,1,18.486,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,19.7,1,38.815,1,18.074,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,20.7,1,38.776,1,17.633,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,21.7,1,38.782,1,17.237,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,22.8,1,38.795,1,16.841,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,24.1,1,38.792,1,16.652,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,25.0,1,38.811,1,16.418,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,25.9,1,38.803,1,16.245,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,27.0,1,38.792,1,15.928,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,28.0,1,38.796,1,15.709,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,29.0,1,38.799,1,15.575,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,30.0,1,38.806,1,15.455,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,31.0,1,38.804,1,15.355,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,32.0,1,38.806,1,15.2,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,33.0,1,38.809,1,15.111,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,34.1,1,38.804,1,15.095,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,35.1,1,38.825,1,14.977,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,35.9,1,38.817,1,14.964,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,36.8,1,38.827,1,14.877,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,37.9,1,38.81,1,14.84,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,39.0,1,38.811,1,14.734,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,40.0,1,38.819,1,14.585,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,41.0,1,38.808,1,14.523,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,42.1,1,38.832,1,14.346,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,43.1,1,38.816,1,14.289,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,43.9,1,38.802,1,14.222,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,44.7,1,38.804,1,14.17,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,45.8,1,38.802,1,14.078,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,46.8,1,38.804,1,14.033,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,47.9,1,38.792,1,13.927,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,48.9,1,38.794,1,13.888,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,50.0,1,38.814,1,13.785,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,51.0,1,38.81,1,13.755,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,52.0,1,38.818,1,13.675,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,52.8,1,38.814,1,13.657,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,53.9,1,38.827,1,13.505,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,54.8,1,38.832,1,13.458,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,55.9,1,38.834,1,13.372,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,56.9,1,38.833,1,13.354,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,58.0,1,38.832,1,13.348,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,59.1,1,38.833,1,13.337,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,59.9,1,38.832,1,13.333,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,60.8,1,38.832,1,13.332,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,61.9,1,38.833,1,13.328,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,63.0,1,38.832,1,13.328,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,64.0,1,38.832,1,13.329,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,64.8,1,38.833,1,13.328,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,66.0,1,38.833,1,13.325,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,66.9,1,38.833,1,13.324,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,67.8,1,38.833,1,13.323,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,68.9,1,38.832,1,13.325,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,70.1,1,38.833,1,13.323,1
6903783,2020-07-31T11:59:00Z,1,44.04086,13.68963,1,70.5,1,38.833,1,13.319,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,2.1,1,38.778,1,26.325,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,2.9,1,38.825,1,25.723,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,4.0,1,38.867,1,25.428,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,5.2,1,38.876,1,25.128,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,5.9,1,38.861,1,25.012,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,6.9,1,38.83,1,24.762,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,8.1,1,38.869,1,24.608,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,9.0,1,38.875,1,24.357,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,9.8,1,38.896,1,24.194,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,10.9,1,38.9,1,23.78,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,12.1,1,38.914,1,23.428,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,13.2,1,38.888,1,22.838,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,14.1,1,38.887,1,21.552,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,15.1,1,38.816,1,20.25,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,16.4,1,38.826,1,19.257,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,17.0,1,38.806,1,18.875,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,17.9,1,38.796,1,18.515,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,18.9,1,38.79,1,18.02,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,19.9,1,38.793,1,17.728,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,21.0,1,38.784,1,17.327,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,22.0,1,38.786,1,16.975,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,22.8,1,38.779,1,16.754,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,23.9,1,38.789,1,16.372,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,25.1,1,38.799,1,15.976,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,26.0,1,38.8,1,15.749,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,26.8,1,38.801,1,15.527,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,28.0,1,38.801,1,15.385,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,29.2,1,38.815,1,15.24,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,29.9,1,38.804,1,15.157,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,30.8,1,38.82,1,15.085,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,31.9,1,38.821,1,14.966,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,33.2,1,38.829,1,14.874,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,34.1,1,38.824,1,14.798,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,35.0,1,38.817,1,14.725,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,35.9,1,38.815,1,14.642,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,36.8,1,38.816,1,14.542,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,37.7,1,38.808,1,14.502,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,38.6,1,38.813,1,14.443,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,39.5,1,38.813,1,14.383,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,40.9,1,38.809,1,14.261,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,42.4,1,38.802,1,14.181,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,43.4,1,38.797,1,14.123,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,44.4,1,38.796,1,14.078,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,45.4,1,38.796,1,14.024,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,46.4,1,38.794,1,13.939,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,47.4,1,38.796,1,13.899,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,48.5,1,38.8,1,13.852,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,49.5,1,38.798,1,13.815,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,50.5,1,38.805,1,13.761,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,51.5,1,38.812,1,13.713,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,52.6,1,38.811,1,13.633,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,53.6,1,38.822,1,13.558,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,54.7,1,38.826,1,13.484,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,55.7,1,38.827,1,13.413,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,56.8,1,38.834,1,13.321,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,57.9,1,38.833,1,13.318,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,59.0,1,38.834,1,13.313,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,60.1,1,38.834,1,13.313,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,61.2,1,38.834,1,13.313,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,62.2,1,38.834,1,13.313,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,63.3,1,38.834,1,13.313,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,64.3,1,38.835,1,13.313,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,65.0,1,38.834,1,13.313,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,65.9,1,38.835,1,13.313,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,66.8,1,38.834,1,13.313,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,68.1,1,38.834,1,13.313,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,69.3,1,38.834,1,13.314,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,70.1,1,38.834,1,13.314,1
6903783,2020-08-01T06:14:20Z,1,44.0389,13.67843,1,1.4,1,38.412,3,27.034,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,2.9,1,38.8,1,26.726,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,4.0,1,38.797,1,26.706,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,5.1,1,38.792,1,26.668,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,5.8,1,38.788,1,26.62,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,6.8,1,38.777,1,26.392,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,7.8,1,38.786,1,25.878,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,9.0,1,38.783,1,25.12,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,9.9,1,38.776,1,24.766,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,11.1,1,38.83,1,24.371,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,12.1,1,38.863,1,24.069,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,12.9,1,38.889,1,23.649,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,14.0,1,38.864,1,22.77,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,15.1,1,38.837,1,21.878,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,16.2,1,38.813,1,21.125,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,16.8,1,38.817,1,20.243,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,18.0,1,38.79,1,19.026,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,19.0,1,38.842,1,18.328,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,19.8,1,38.795,1,17.883,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,20.9,1,38.8,1,17.478,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,22.2,1,38.798,1,16.905,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,22.9,1,38.805,1,16.67,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,23.9,1,38.797,1,16.418,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,24.9,1,38.788,1,16.257,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,25.8,1,38.795,1,16.047,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,26.8,1,38.795,1,15.912,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,27.8,1,38.795,1,15.775,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,28.9,1,38.802,1,15.657,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,30.0,1,38.795,1,15.499,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,31.1,1,38.799,1,15.334,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,31.9,1,38.816,1,15.166,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,32.7,1,38.802,1,15.068,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,33.9,1,38.796,1,14.988,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,35.2,1,38.802,1,14.895,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,36.0,1,38.813,1,14.77,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,36.9,1,38.803,1,14.664,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,37.8,1,38.803,1,14.622,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,38.6,1,38.805,1,14.588,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,39.9,1,38.803,1,14.413,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,41.2,1,38.802,1,14.317,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,42.1,1,38.799,1,14.223,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,43.0,1,38.797,1,14.186,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,43.8,1,38.799,1,14.15,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,44.7,1,38.806,1,14.074,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,45.6,1,38.8,1,13.941,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,46.9,1,38.798,1,13.86,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,48.3,1,38.793,1,13.785,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,49.2,1,38.803,1,13.725,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,50.2,1,38.801,1,13.675,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,51.1,1,38.813,1,13.586,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,52.1,1,38.825,1,13.448,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,53.1,1,38.833,1,13.363,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,54.2,1,38.835,1,13.347,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,55.2,1,38.833,1,13.341,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,56.2,1,38.833,1,13.339,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,57.2,1,38.835,1,13.338,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,58.3,1,38.833,1,13.337,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,59.3,1,38.833,1,13.337,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,60.3,1,38.834,1,13.337,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,61.3,1,38.834,1,13.336,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,62.3,1,38.834,1,13.336,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,63.2,1,38.834,1,13.336,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,64.0,1,38.834,1,13.336,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,65.0,1,38.834,1,13.336,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,66.0,1,38.833,1,13.336,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,67.0,1,38.834,1,13.336,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,68.0,1,38.834,1,13.336,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,69.1,1,38.834,1,13.337,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,69.8,1,38.834,1,13.337,1
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,0.3,1,38.796,3,26.732,3
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,0.8,1,38.793,3,26.734,3
6903783,2020-08-03T06:13:20Z,1,44.0407,13.66695,1,2.0,1,38.8,3,26.732,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,3.0,1,38.793,1,25.277,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,4.2,1,38.793,1,25.276,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,5.0,1,38.796,1,25.264,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,5.9,1,38.798,1,25.26,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,6.8,1,38.793,1,25.249,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,7.7,1,38.792,1,25.258,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,8.6,1,38.797,1,25.26,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,9.9,1,38.795,1,25.26,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,11.0,1,38.791,1,25.26,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,12.0,1,38.791,1,25.261,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,13.0,1,38.787,1,25.109,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,13.9,1,38.811,1,24.482,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,15.1,1,38.862,1,22.584,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,16.1,1,38.833,1,20.973,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,17.1,1,38.811,1,20.213,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,18.0,1,38.857,1,19.431,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,19.2,1,38.78,1,18.406,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,20.1,1,38.83,1,17.737,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,21.0,1,38.79,1,17.367,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,21.9,1,38.787,1,17.26,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,22.7,1,38.796,1,17.114,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,23.8,1,38.78,1,16.776,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,25.1,1,38.79,1,16.47,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,26.1,1,38.793,1,16.163,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,27.0,1,38.794,1,15.864,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,28.1,1,38.795,1,15.628,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,28.8,1,38.802,1,15.482,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,29.9,1,38.8,1,15.272,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,31.0,1,38.794,1,15.092,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,31.8,1,38.802,1,15.004,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,32.9,1,38.801,1,14.867,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,34.1,1,38.802,1,14.776,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,34.9,1,38.803,1,14.73,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,35.7,1,38.809,1,14.664,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,37.0,1,38.814,1,14.514,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,38.3,1,38.806,1,14.409,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,39.2,1,38.807,1,14.361,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,40.1,1,38.802,1,14.338,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,41.0,1,38.801,1,14.275,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,41.9,1,38.803,1,14.221,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,42.8,1,38.801,1,14.172,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,43.7,1,38.798,1,14.117,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,44.6,1,38.798,1,14.101,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,45.6,1,38.796,1,14.049,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,46.5,1,38.801,1,13.937,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,47.5,1,38.802,1,13.803,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,48.9,1,38.805,1,13.734,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,50.4,1,38.809,1,13.655,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,51.4,1,38.811,1,13.623,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,52.4,1,38.813,1,13.582,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,53.3,1,38.813,1,13.562,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,54.3,1,38.819,1,13.516,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,55.3,1,38.831,1,13.416,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,56.3,1,38.83,1,13.386,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,57.3,1,38.83,1,13.374,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,58.3,1,38.831,1,13.366,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,59.3,1,38.832,1,13.36,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,60.4,1,38.832,1,13.357,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,61.4,1,38.832,1,13.355,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,62.4,1,38.833,1,13.353,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,63.3,1,38.833,1,13.353,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,64.0,1,38.833,1,13.353,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,64.9,1,38.833,1,13.351,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,65.7,1,38.833,1,13.351,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,66.8,1,38.833,1,13.35,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,67.8,1,38.834,1,13.35,1
6903783,2020-08-05T06:13:20Z,1,44.04337,13.66234,1,68.9,1,38.833,1,13.35,1
